0.000000	0.000000
0.006283	0.039478
0.012566	0.157905
0.018850	0.355264
0.025133	0.631522
0.031416	0.986636
0.037699	1.420550
0.043982	1.933195
0.050265	2.524492
0.056549	3.194345
0.062832	3.942649
0.069115	4.769287
0.075398	5.674128
0.081681	6.657028
0.087965	7.717833
0.094248	8.856375
0.100531	10.072474
0.106814	11.365938
0.113097	12.736564
0.119381	14.184134
0.125664	15.708419
0.131947	17.309181
0.138230	18.986164
0.144513	20.739105
0.150796	22.567728
0.157080	24.471742
0.163363	26.450848
0.169646	28.504732
0.175929	30.633071
0.182212	32.835529
0.188496	35.111757
0.194779	37.461397
0.201062	39.884076
0.207345	42.379414
0.213628	44.947015
0.219911	47.586474
0.226195	50.297374
0.232478	53.079288
0.238761	55.931776
0.245044	58.854387
0.251327	61.846660
0.257611	64.908123
0.263894	68.038291
0.270177	71.236672
0.276460	74.502759
0.282743	77.836037
0.289027	81.235980
0.295310	84.702050
0.301593	88.233701
0.307876	91.830375
0.314159	95.491503
0.320442	99.216508
0.326726	103.004801
0.333009	106.855784
0.339292	110.768849
0.345575	114.743379
0.351858	118.778744
0.358142	122.874310
0.364425	127.029427
0.370708	131.243441
0.376991	135.515686
0.383274	139.845488
0.389557	144.232161
0.395841	148.675015
0.402124	153.173347
0.408407	157.726447
0.414690	162.333596
0.420973	166.994066
0.427257	171.707122
0.433540	176.472019
0.439823	181.288005
0.446106	186.154319
0.452389	191.070193
0.458673	196.034851
0.464956	201.047508
0.471239	206.107374
0.477522	211.213648
0.483805	216.365525
0.490088	221.562192
0.496372	226.802827
0.502655	232.086603
0.508938	237.412685
0.515221	242.780233
0.521504	248.188399
0.527788	253.636329
0.534071	259.123163
0.540354	264.648034
0.546637	270.210070
0.552920	275.808392
0.559203	281.442117
0.565487	287.110354
0.571770	292.812210
0.578053	298.546782
0.584336	304.313167
0.590619	310.110452
0.596903	315.937724
0.603186	321.794061
0.609469	327.678538
0.615752	333.590228
0.622035	339.528195
0.628319	345.491503
0.634602	351.479209
0.640885	357.490369
0.647168	363.524032
0.653451	369.579247
0.659734	375.655056
0.666018	381.750501
0.672301	387.864620
0.678584	393.996445
0.684867	400.145010
0.691150	406.309343
0.697434	412.488471
0.703717	418.681417
0.710000	424.887205
0.716283	431.104855
0.722566	437.333383
0.728849	443.571808
0.735133	449.819143
0.741416	456.074402
0.747699	462.336597
0.753982	468.604740
0.760265	474.877841
0.766549	481.154909
0.772832	487.434952
0.779115	493.716980
0.785398	500.000000
0.791681	506.283020
0.797965	512.565048
0.804248	518.845091
0.810531	525.122159
0.816814	531.395260
0.823097	537.663403
0.829380	543.925598
0.835664	550.180857
0.841947	556.428192
0.848230	562.666617
0.854513	568.895145
0.860796	575.112795
0.867080	581.318583
0.873363	587.511529
0.879646	593.690657
0.885929	599.854990
0.892212	606.003555
0.898495	612.135380
0.904779	618.249499
0.911062	624.344944
0.917345	630.420753
0.923628	636.475968
0.929911	642.509631
0.936195	648.520791
0.942478	654.508497
0.948761	660.471805
0.955044	666.409772
0.961327	672.321462
0.967611	678.205939
0.973894	684.062276
0.980177	689.889548
0.986460	695.686833
0.992743	701.453218
0.999026	707.187790
1.005310	712.889646
1.011593	718.557883
1.017876	724.191608
1.024159	729.789930
1.030442	735.351966
1.036726	740.876837
1.043009	746.363671
1.049292	751.811601
1.055575	757.219767
1.061858	762.587315
1.068142	767.913397
1.074425	773.197173
1.080708	778.437808
1.086991	783.634475
1.093274	788.786352
1.099557	793.892626
1.105841	798.952492
1.112124	803.965149
1.118407	808.929807
1.124690	813.845681
1.130973	818.711995
1.137257	823.527981
1.143540	828.292878
1.149823	833.005934
1.156106	837.666404
1.162389	842.273553
1.168672	846.826653
1.174956	851.324985
1.181239	855.767839
1.187522	860.154512
1.193805	864.484314
1.200088	868.756559
1.206372	872.970573
1.212655	877.125690
1.218938	881.221256
1.225221	885.256621
1.231504	889.231151
1.237788	893.144216
1.244071	896.995199
1.250354	900.783492
1.256637	904.508497
1.262920	908.169625
1.269203	911.766299
1.275487	915.297950
1.281770	918.764020
1.288053	922.163963
1.294336	925.497241
1.300619	928.763328
1.306903	931.961709
1.313186	935.091877
1.319469	938.153340
1.325752	941.145613
1.332035	944.068224
1.338318	946.920712
1.344602	949.702626
1.350885	952.413526
1.357168	955.052985
1.363451	957.620586
1.369734	960.115924
1.376018	962.538603
1.382301	964.888243
1.388584	967.164471
1.394867	969.366929
1.401150	971.495268
1.407434	973.549152
1.413717	975.528258
1.420000	977.432272
1.426283	979.260895
1.432566	981.013836
1.438849	982.690819
1.445133	984.291581
1.451416	985.815866
1.457699	987.263436
1.463982	988.634062
1.470265	989.927526
1.476549	991.143625
1.482832	992.282167
1.489115	993.342972
1.495398	994.325872
1.501681	995.230713
1.507964	996.057351
1.514248	996.805655
1.520531	997.475508
1.526814	998.066805
1.533097	998.579450
1.539380	999.013364
1.545664	999.368478
1.551947	999.644736
1.558230	999.842095
1.564513	999.960522
1.570796	1000.000000
1.577080	999.960522
1.583363	999.842095
1.589646	999.644736
1.595929	999.368478
1.602212	999.013364
1.608495	998.579450
1.614779	998.066805
